-1.7460362400904328E8	 1.745586381130619E8
-1.7420724801808652E8	 1.7411727619625252E8
-1.738108720271298E8	 1.736759142794431E8
-1.7341449603617305E8	 1.7323455236263365E8
-1.7301812004521632E8	 1.7279319044582427E8
-1.7262174405425957E8	 1.7235182852901483E8
-1.7222536806330284E8	 1.719104666122054E8
-1.718289920723461E8	 1.7146910469539595E8
-1.7143261608138937E8	 1.7102774277858657E8
-1.710362400904326E8	 1.7058638086177713E8
-1.706398640994759E8	 1.701450189449677E8
-1.7024348810851914E8	 1.697036570281583E8
-1.698471121175624E8	 1.6926229511134887E8
-1.694507361266057E8	 1.6882093319453943E8
-1.6905436013564894E8	 1.6837957127773005E8
-1.686579841446922E8	 1.679382093609206E8
-1.6826160815373546E8	 1.6749684744411117E8
-1.6786523216277874E8	 1.6705548552730173E8
-1.6746885617182198E8	 1.6661412361049235E8
-1.6707248018086526E8	 1.661727616936829E8
-1.666761041899085E8	 1.6573139977687347E8
-1.6627972819895178E8	 1.652900378600641E8
-1.6588335220799503E8	 1.6484867594325465E8
-1.654869762170383E8	 1.644073140264452E8
-1.6509060022608155E8	 1.6396595210963583E8
-1.6469422423512483E8	 1.635245901928264E8
-1.6429784824416807E8	 1.6308322827601695E8
-1.6390147225321135E8	 1.626418663592075E8
-1.6350509626225463E8	 1.6220050444239813E8
-1.6310872027129787E8	 1.617591425255887E8
-1.6271234428034115E8	 1.6131778060877925E8
-1.623159682893844E8	 1.6087641869196987E8
-1.6191959229842767E8	 1.6043505677516043E8
-1.6152321630747092E8	 1.59993694858351E8
-1.611268403165142E8	 1.595523329415416E8
-1.6073046432555744E8	 1.5911097102473217E8
-1.6033408833460072E8	 1.5866960910792273E8
-1.5993771234364396E8	 1.5822824719111335E8
-1.5954133635268724E8	 1.577868852743039E8
-1.591449603617305E8	 1.5734552335749447E8
-1.5874858437077376E8	 1.5690416144068503E8
-1.58352208379817E8	 1.5646279952387565E8
-1.579558323888603E8	 1.560214376070662E8
-1.5755945639790356E8	 1.5558007569025677E8
-1.571630804069468E8	 1.551387137734474E8
-1.5676670441599008E8	 1.5469735185663795E8
-1.5637032842503333E8	 1.5425598993982852E8
-1.559739524340766E8	 1.5381462802301913E8
-1.5557757644311985E8	 1.533732661062097E8
-1.5518120045216313E8	 1.5293190418940026E8
-1.5478482446120638E8	 1.5249054227259082E8
-1.5438844847024965E8	 1.5204918035578144E8
-1.539920724792929E8	 1.51607818438972E8
-1.5359569648833618E8	 1.5116645652216256E8
-1.5319932049737942E8	 1.5072509460535318E8
-1.528029445064227E8	 1.5028373268854374E8
-1.5240656851546597E8	 1.498423707717343E8
-1.5201019252450922E8	 1.4940100885492492E8
-1.516138165335525E8	 1.4895964693811548E8
-1.5121744054259574E8	 1.4851828502130604E8
-1.5082106455163902E8	 1.480769231044966E8
-1.5042468856068227E8	 1.4763556118768722E8
-1.5002831256972554E8	 1.4719419927087778E8
-1.496319365787688E8	 1.4675283735406834E8
-1.4923556058781207E8	 1.4631147543725896E8
-1.488391845968553E8	 1.4587011352044952E8
-1.484428086058986E8	 1.4542875160364008E8
-1.4804643261494184E8	 1.449873896868307E8
-1.476500566239851E8	 1.4454602777002126E8
-1.472536806330284E8	 1.4410466585321182E8
-1.4685730464207163E8	 1.4366330393640244E8
-1.464609286511149E8	 1.43221942019593E8
-1.4606455266015816E8	 1.4278058010278356E8
-1.4566817666920143E8	 1.4233921818597412E8
-1.4527180067824468E8	 1.4189785626916474E8
-1.4487542468728796E8	 1.414564943523553E8
-1.444790486963312E8	 1.4101513243554586E8
-1.4408267270537448E8	 1.4057377051873648E8
-1.4368629671441773E8	 1.4013240860192704E8
-1.43289920723461E8	 1.396910466851176E8
-1.4289354473250425E8	 1.3924968476830822E8
-1.4249716874154752E8	 1.3880832285149878E8
-1.421007927505908E8	 1.3836696093468934E8
-1.4170441675963405E8	 1.379255990178799E8
-1.413080407686773E8	 1.3748423710107052E8
-1.4091166477772057E8	 1.3704287518426108E8
-1.4051528878676385E8	 1.3660151326745164E8
-1.401189127958071E8	 1.3616015135064226E8
-1.3972253680485037E8	 1.3571878943383282E8
-1.3932616081389362E8	 1.3527742751702338E8
-1.389297848229369E8	 1.34836065600214E8
-1.3853340883198014E8	 1.3439470368340456E8
-1.3813703284102342E8	 1.3395334176659513E8
-1.3774065685006666E8	 1.3351197984978569E8
-1.3734428085910994E8	 1.330706179329763E8
-1.369479048681532E8	 1.3262925601616687E8
-1.3655152887719646E8	 1.3218789409935743E8
-1.361551528862397E8	 1.3174653218254805E8
-1.3575877689528298E8	 1.313051702657386E8
-1.3536240090432626E8	 1.3086380834892917E8
